Субъект,Дата,Метка,Сигнал
subject 0,2022-05-24,0.0,[-21169. -20939. -20472. ... -19624. -19411. -19127.]
subject 0,2022-05-24,0.0,[-19944. -19655. -19341. ... -20264. -19581. -19146.]
subject 0,2022-05-24,0.0,[-21036. -20283. -20114. ... -20993. -20794. -20413.]
subject 0,2022-05-24,0.0,[-17576. -17793. -18259. ... -19056. -18729. -19024.]
subject 0,2022-05-24,0.0,[-21142. -20666. -20503. ... -21152. -21131. -21077.]
subject 0,2022-05-24,0.0,[-19685. -19379. -19191. ... -19569. -19254. -18928.]
subject 0,2022-05-24,0.0,[-20537. -20990. -21089. ... -19007. -19399. -19717.]
subject 0,2022-05-24,0.0,[-18182. -18824. -19821. ... -20110. -19501. -19369.]
subject 0,2022-05-24,0.0,[-22277. -22416. -22322. ... -20217. -20126. -20466.]
subject 0,2022-05-24,0.0,[-21122. -21009. -20978. ... -19696. -20446. -21426.]
subject 0,2022-05-24,0.0,[-21497. -21636. -21604. ... -19920. -20304. -20808.]
subject 0,2022-05-24,0.0,[-20436. -20029. -19949. ... -21345. -21276. -21208.]
subject 0,2022-05-24,0.0,[-19396. -19636. -19549. ... -19654. -19834. -20189.]
subject 0,2022-05-24,0.0,[-22618. -22606. -22786. ... -18892. -18707. -18539.]
subject 0,2022-05-24,0.0,[-21550. -20529. -21218. ... -21338. -21189. -20812.]
subject 0,2022-05-24,0.0,[-25276. -25061. -24781. ... -20064. -20153. -20291.]
subject 0,2022-05-24,0.0,[-22534. -23536. -23206. ... -20837. -20387. -20139.]
subject 0,2022-05-24,0.0,[-22381. -21511. -21174. ... -19912. -19677. -19600.]
subject 0,2022-05-24,0.0,[-21606. -21536. -21271. ... -19709. -19621. -19492.]
subject 0,2022-05-24,0.0,[-19952. -19829. -19942. ... -25687. -22164. -20998.]
subject 0,2022-05-24,0.0,[-26239. -26644. -26901. ... -18838. -19246. -19309.]
subject 0,2022-05-24,0.0,[-20737. -20616. -20447. ... -21396. -21001. -19305.]
subject 0,2022-05-24,0.0,[-21024. -21003. -20682. ... -19526. -19277. -19194.]
subject 0,2022-05-24,0.0,[-21297. -21736. -22156. ... -18216. -18796. -19427.]
subject 0,2022-05-24,0.0,[-24430. -24620. -24460. ... -21504. -21682. -21497.]
subject 0,2022-05-24,0.0,[-24811. -25201. -25021. ... -19454. -19898. -19907.]
subject 0,2022-05-24,0.0,[-19976. -19879. -19754. ... -19431. -19271. -19233.]
subject 0,2022-05-24,0.0,[-19884. -19840. -19657. ... -20341. -19938. -19709.]
subject 0,2022-05-24,0.0,[-21992. -21141. -20631. ... -19819. -19956. -20022.]
subject 0,2022-05-24,0.0,[-20210. -19554. -19007. ... -20469. -20547. -20159.]
subject 0,2022-05-24,0.0,[-19906. -20507. -20517. ... -18448. -18054. -17922.]
subject 0,2022-05-24,0.0,[-20636. -19885. -19776. ... -20920. -20381. -20227.]
subject 0,2022-05-24,0.0,[-24128. -26777. -23699. ... -19436. -19967. -20543.]
subject 0,2022-05-24,0.0,[-21559. -21416. -21282. ... -20415. -20791. -20911.]
subject 0,2022-05-24,0.0,[-22241. -22217. -21652. ... -20100. -20476. -20379.]
subject 0,2022-05-24,0.0,[-19162. -19172. -19462. ... -19043. -18948. -18332.]
subject 0,2022-05-24,0.0,[-20970. -21329. -21002. ... -19890. -21051. -20717.]
subject 0,2022-05-24,0.0,[-25508. -25477. -25179. ... -21402. -20767. -20729.]
subject 0,2022-05-24,0.0,[-23662. -23007. -22774. ... -20993. -21392. -21464.]
subject 0,2022-05-24,0.0,[-21296. -20941. -20782. ... -26965. -23404. -21419.]
subject 0,2022-05-24,0.0,[-21076. -21508. -22011. ... -18689. -18271. -17887.]
subject 0,2022-05-24,0.0,[-19767. -20535. -20867. ... -19280. -19447. -20938.]
subject 0,2022-05-24,0.0,[-23965. -24297. -24609. ... -20683. -21182. -20804.]
subject 0,2022-05-24,0.0,[-23020. -22737. -22263. ... -21560. -21177. -21057.]
subject 0,2022-05-24,0.0,[-22494. -22831. -23132. ... -18212. -18673. -19099.]
subject 0,2022-05-24,0.0,[-21009. -20450. -19951. ... -23201. -22246. -21969.]
subject 0,2022-05-24,0.0,[-21669. -21487. -21268. ... -22277. -21884. -21456.]
subject 0,2022-05-24,0.0,[-25342. -25567. -26269. ... -19337. -19831. -20761.]
subject 0,2022-05-24,0.0,[-21438. -21089. -20349. ... -21444. -20620. -20249.]
subject 0,2022-05-24,0.0,[-19362. -19461. -19821. ... -17552. -17227. -17147.]
subject 0,2022-05-24,0.0,[-17473. -17282. -17374. ... -17841. -17893. -17536.]
subject 0,2022-05-24,0.0,[-14866. -15001. -15079. ... -16818. -16160. -16240.]
subject 0,2022-05-24,0.0,[-14669. -14231. -14086. ... -19883. -19382. -18886.]
subject 0,2022-05-24,0.0,[-11344. -11866. -12271. ... -15635. -15335. -15599.]
subject 0,2022-05-24,0.0,[-15211. -15201. -15635. ... -13842. -13887. -13421.]
subject 0,2022-05-24,0.0,[  5161.   5536.   6026. ... -18045. -17286. -16832.]
subject 0,2022-05-24,0.0,[-15911. -15525. -15201. ... -16381. -16211. -15893.]
subject 0,2022-05-24,0.0,[-18246. -18486. -18916. ... -14282. -15020. -16026.]
subject 0,2022-05-24,0.0,[-18558. -17981. -17566. ... -26527. -25939. -25644.]
subject 0,2022-05-24,0.0,[-29349. -28622. -27851. ... -19291. -18857. -18420.]
subject 0,2022-05-24,0.0,[-17625. -18231. -18617. ... -24290. -22340. -22479.]
subject 0,2022-05-24,0.0,[-25144. -24883. -24404. ... -19197. -18053. -17472.]
subject 0,2022-05-24,0.0,[-19942. -19855. -19668. ... -18369. -18039. -17880.]
subject 0,2022-05-24,0.0,[-26398. -26175. -25405. ... -17270. -17269. -17430.]
subject 0,2022-05-24,0.0,[-17833. -17749. -17532. ... -17904. -17487. -17012.]
subject 0,2022-05-24,0.0,[-23666. -21322. -21747. ... -15282. -15025. -14627.]
subject 0,2022-05-24,0.0,[-14732. -14844. -15238. ... -14550. -14367. -14504.]
subject 0,2022-05-24,0.0,[-26129. -25977. -25483. ... -19364. -19795. -19922.]
subject 0,2022-05-24,0.0,[-22304. -21641. -21135. ... -22446. -21836. -21106.]
subject 0,2022-05-24,0.0,[-17184. -16561. -16127. ... -17922. -17450. -17492.]
subject 0,2022-05-24,0.0,[ -4326.  -3804.  -3249. ... -19994. -19057. -18882.]
subject 0,2022-05-24,0.0,[-24516. -26786. -22634. ... -18547. -18386. -18869.]
subject 0,2022-05-24,0.0,[-22662. -22886. -22961. ... -18819. -19468. -19914.]
subject 0,2022-05-24,0.0,[-17702. -18491. -18948. ... -15216. -15185. -15715.]
subject 0,2022-05-24,0.0,[-20046. -19762. -19856. ... -17158. -16410. -16332.]
subject 0,2022-05-24,0.0,[-23567. -23441. -23399. ... -17923. -18340. -18572.]
subject 0,2022-05-24,0.0,[-19239. -19492. -20286. ... -19555. -18974. -18933.]
subject 0,2022-05-24,0.0,[-32706. -32546. -32347. ... -24438. -24629. -24844.]
subject 0,2022-05-24,0.0,[-31692. -31679. -32158. ... -27172. -27004. -27017.]
subject 0,2022-05-24,0.0,[-29627. -28774. -28686. ... -18702. -18946. -19243.]
subject 0,2022-05-24,0.0,[-23189. -23275. -22973. ... -18009. -18146. -17895.]
subject 0,2022-05-24,0.0,[-23551. -24094. -24472. ... -14415. -14177. -13711.]
subject 0,2022-05-24,0.0,[-51429. -51548. -51639. ... -36838. -36279. -36175.]
subject 0,2022-05-24,0.0,[-41741. -41856. -41797. ... -23951. -24174. -23706.]
subject 0,2022-05-24,0.0,[-39733. -36548. -33937. ... -25943. -26156. -26209.]
subject 0,2022-05-24,0.0,[-33823. -33096. -32472. ... -32936. -32597. -32495.]
subject 0,2022-05-24,0.0,[-50716. -50789. -50399. ... -39603. -39662. -39977.]
subject 0,2022-05-24,0.0,[-55209. -55119. -54811. ...  -6344.  -6656.  -6307.]
subject 0,2022-05-24,0.0,[ -4447.  -4749.  -4783. ... -11892. -11965. -12544.]
subject 0,2022-05-24,0.0,[-10330. -10847. -10681. ... -11366. -11620. -11631.]
subject 0,2022-05-24,0.0,[-11646. -11702. -11516. ... -13070. -14864. -18525.]
subject 0,2022-05-24,0.0,[-11627. -11714. -11282. ... -15411. -15487. -15085.]
subject 0,2022-05-24,0.0,[-16071. -15757. -16101. ... -14946. -14916. -15039.]
subject 0,2022-05-24,0.0,[-16347. -16800. -16909. ... -10551. -10621. -10735.]
subject 0,2022-05-24,0.0,[ -9528.  -9146.  -9347. ... -10105. -10233. -10418.]
subject 0,2022-05-24,0.0,[-11201. -11258. -11015. ... -15535. -15431. -15284.]
subject 0,2022-05-24,0.0,[-13312. -13520. -13805. ... -13044. -12347. -11766.]
subject 0,2022-05-24,0.0,[-12196. -12376. -11872. ... -11839. -12068. -12236.]
subject 0,2022-05-24,0.0,[-10751. -11069. -11166. ... -14422. -14435. -14952.]
subject 0,2022-05-24,0.0,[-11801. -12001. -12071. ... -14234. -14172. -13849.]
subject 0,2022-05-24,0.0,[-14992. -15641. -15675. ... -16196. -16239. -16752.]
subject 0,2022-05-24,0.0,[-17276. -17253. -17147. ... -16406. -16475. -16596.]
subject 0,2022-05-24,0.0,[-18791. -18960. -18816. ... -14662. -16234. -15151.]
subject 0,2022-05-24,0.0,[-15652. -16002. -15881. ... -15972. -15888. -16034.]
subject 0,2022-05-24,0.0,[-18966. -18687. -18547. ... -16471. -16100. -16024.]
subject 0,2022-05-24,0.0,[-10973. -11106. -11329. ... -15306. -14924. -15564.]
subject 0,2022-05-24,0.0,[-13398. -13616. -13809. ... -12843. -12711. -12509.]
subject 0,2022-05-24,0.0,[-11351. -11419. -11697. ... -14032. -14384. -14177.]
subject 0,2022-05-24,0.0,[-17611. -17499. -17824. ... -24554. -24394. -24280.]
subject 0,2022-05-24,0.0,[-55400. -53573. -53712. ... -36274. -37839. -40207.]
subject 0,2022-05-24,0.0,[-7454. -7081. -6879. ... -9720. -9422. -9262.]
subject 0,2022-05-24,0.0,[ -9098.  -8744.  -8664. ... -16234. -16176. -15780.]
subject 0,2022-05-24,0.0,[-17483. -17050. -17157. ... -12269. -12186. -12037.]
subject 0,2022-05-24,0.0,[-20499. -19152. -18856. ... -13396. -13605. -13651.]
subject 0,2022-05-24,0.0,[-16577. -16626. -16472. ... -14917. -14576. -14621.]
subject 0,2022-05-24,0.0,[-19046. -19194. -19276. ... -11157. -11102. -11088.]
subject 0,2022-05-24,0.0,[-20248. -19375. -19270. ... -33414. -32961. -32839.]
subject 0,2022-05-24,0.0,[-48189. -47688. -47392. ... -10615. -11291. -11742.]
subject 0,2022-05-24,0.0,[ -7528.  -7067.  -6517. ... -15573. -15422. -15087.]
subject 0,2022-05-24,0.0,[-15231. -15336. -15335. ... -11931. -11974. -12229.]
subject 0,2022-05-24,0.0,[-14672. -15814. -16669. ... -87979. -88201. -87557.]
subject 0,2022-05-24,0.0,[-15269. -15539. -15613. ... -38797. -38496. -37972.]
subject 0,2022-05-24,0.0,[-68594. -68507. -68675. ... -32964. -32816. -33199.]
subject 0,2022-05-24,0.0,[-68139. -67906. -67374. ... -18332. -17905. -17939.]
subject 0,2022-05-24,0.0,[-15868. -16307. -16854. ... -43704. -43926. -43708.]
subject 0,2022-05-24,0.0,[-75734. -75014. -74778. ...  -9096.  -8737.  -8231.]
subject 0,2022-05-24,0.0,[ -8190.  -7759.  -7592. ... -13987. -14459. -14772.]
subject 0,2022-05-24,0.0,[-11677. -12039. -12498. ... -14865. -14892. -14343.]
subject 0,2022-05-24,0.0,[-17993. -18404. -17752. ... -36006. -36144. -36822.]
subject 0,2022-05-24,0.0,[-68563. -68429. -68691. ... -13275. -13634. -13680.]
subject 0,2022-05-24,0.0,[-14364. -14436. -14719. ... -15958. -16117. -15887.]
subject 0,2022-05-24,0.0,[-16852. -17119. -17344. ... -13402. -13287. -13364.]
subject 0,2022-05-24,0.0,[-14534. -14698. -14761. ... -16970. -16970. -17070.]
subject 0,2022-05-24,0.0,[-21545. -21652. -22095. ... -14734. -15017. -15139.]
subject 0,2022-05-24,0.0,[-14561. -14936. -15787. ... -32081. -32077. -32391.]
subject 0,2022-05-24,0.0,[-55407. -58372. -54957. ... -42486. -42201. -41972.]
subject 0,2022-05-24,0.0,[-65094. -64724. -63962. ... -38096. -37627. -37112.]
subject 0,2022-05-24,0.0,[-84940. -85324. -85677. ... -35863. -36319. -36218.]
subject 0,2022-05-24,0.0,[-65191. -65104. -64840. ... -29936. -29222. -30116.]
subject 0,2022-05-24,0.0,[-39709. -40184. -40959. ... -24772. -24965. -25222.]
subject 0,2022-05-24,0.0,[-42269. -42871. -42968. ... -74557. -74957. -75288.]
subject 0,2022-05-24,0.0,[  -8947.   -8520.   -7919. ... -105794. -105100. -104708.]
subject 0,2022-05-24,0.0,[-19397. -19792. -20305. ... -11142. -11441. -11629.]
subject 0,2022-05-24,0.0,[-13789. -14095. -14315. ... -36871. -36369. -36581.]
subject 0,2022-05-24,0.0,[-111336. -111541. -111551. ...    6320.    6389.    6554.]
subject 0,2022-05-24,0.0,[-48629. -48281. -47757. ... -33149. -32764. -32489.]
subject 0,2022-05-24,0.0,[-96642. -98137. -99476. ... -46345. -46068. -45436.]
subject 0,2022-05-24,0.0,[-70126. -69507. -69116. ... -48274. -47887. -47380.]
subject 0,2022-05-24,0.0,[-102087. -101459. -100847. ...  -67362.  -67365.  -67880.]
subject 0,2022-05-24,0.0,[-12096. -11672. -11647. ... -36173. -35981. -35545.]
subject 0,2022-05-24,0.0,[-85572. -85517. -85094. ... -23209. -23641. -24186.]
subject 0,2022-05-05,0.0,[-24089. -23673. -23330. ... -20642. -20381. -20395.]
subject 0,2022-05-05,0.0,[-20553. -20031. -19916. ... -20514. -20469. -20712.]
subject 0,2022-05-05,0.0,[-20314. -20521. -20927. ... -23457. -23579. -23595.]
subject 0,2022-05-05,0.0,[-20089. -19949. -19785. ... -22127. -25607. -25604.]
subject 0,2022-05-05,0.0,[-18579. -18581. -18438. ... -21490. -21392. -21585.]
subject 0,2022-05-05,0.0,[-20207. -20111. -20407. ... -23712. -23962. -23839.]
subject 0,2022-05-05,0.0,[-22157. -25765. -25435. ... -21939. -21854. -22050.]
subject 0,2022-05-05,0.0,[-18206. -18107. -18646. ... -20689. -21059. -21524.]
subject 0,2022-05-05,0.0,[-22684. -22623. -22404. ... -21809. -21670. -21507.]
subject 0,2022-05-05,0.0,[-19312. -19452. -19352. ... -26777. -26548. -26447.]
subject 0,2022-05-05,0.0,[-23364. -23340. -23251. ... -24587. -24279. -24108.]
subject 0,2022-05-05,0.0,[-24504. -24102. -24324. ... -24469. -24454. -24516.]
subject 0,2022-05-05,0.0,[-21634. -21338. -21001. ... -18901. -19256. -19285.]
subject 0,2022-05-05,0.0,[-19867. -19669. -19807. ... -19285. -19291. -18927.]
subject 0,2022-05-05,0.0,[-19017. -19062. -19104. ... -18714. -18531. -18374.]
subject 0,2022-05-05,0.0,[-17939. -17963. -17916. ... -18964. -19189. -19451.]
subject 0,2022-05-05,0.0,[-18849. -18874. -18470. ... -18373. -22877. -22979.]
subject 0,2022-05-05,0.0,[-18514. -18627. -18221. ... -18002. -17914. -17723.]
subject 0,2022-05-05,0.0,[-19674. -19747. -19201. ... -22472. -21922. -21841.]
subject 0,2022-05-24,0.0,[-17726. -17714. -18011. ... -31047. -29117. -27200.]
subject 0,2022-05-24,0.0,[-50796. -53050. -54156. ... -24891. -24609. -24562.]
subject 0,2022-05-24,0.0,[-35942. -36766. -37302. ... -21410. -20907. -20999.]
subject 0,2022-05-24,0.0,[-26622. -26417. -26343. ... -23107. -22171. -21659.]
subject 0,2022-05-24,0.0,[-40452. -40614. -39841. ... -31047. -32227. -32876.]
subject 0,2022-05-24,0.0,[-35929. -35809. -36381. ... -24041. -22854. -21856.]
subject 0,2022-05-24,0.0,[-27096. -27019. -27472. ... -19674. -19459. -19324.]
subject 0,2022-05-24,0.0,[-25579. -25293. -25167. ... -21117. -20667. -20630.]
subject 0,2022-05-24,0.0,[-32471. -31621. -30439. ... -27159. -26007. -24421.]
subject 0,2022-05-24,0.0,[-31127. -30259. -29954. ... -27171. -25836. -25006.]
subject 0,2022-05-24,0.0,[-37773. -37481. -36779. ... -27511. -29089. -29987.]
subject 0,2022-05-24,0.0,[-34451. -34438. -35132. ... -16841. -16580. -16699.]
subject 0,2022-05-24,0.0,[-26204. -25760. -25188. ... -36571. -35264. -34492.]
subject 0,2022-05-24,0.0,[-59949. -60051. -62434. ... -29077. -29253. -30171.]
subject 0,2022-05-24,0.0,[-42094. -41756. -40702. ... -26570. -28860. -29837.]
subject 0,2022-05-24,0.0,[-29974. -29485. -28954. ... -31654. -31056. -31109.]
subject 0,2022-05-24,0.0,[-34162. -33995. -34379. ... -21241. -20522. -20406.]
subject 0,2022-05-24,0.0,[-47852. -46728. -45747. ... -35935. -35139. -34341.]
subject 0,2022-05-24,0.0,[-32099. -32743. -34069. ... -23786. -23864. -24101.]
subject 0,2022-05-24,0.0,[-29278. -29575. -31194. ... -24469. -24171. -24002.]
subject 0,2022-05-24,0.0,[-35281. -37694. -39472. ... -26190. -26150. -26232.]
subject 0,2022-05-24,0.0,[-22029. -21205. -21023. ... -28184. -26967. -26352.]
subject 0,2022-05-24,0.0,[-34378. -36281. -38261. ... -25542. -25686. -26012.]
subject 0,2022-05-24,0.0,[-24052. -23208. -22706. ... -23739. -21937. -20769.]
subject 0,2022-05-24,0.0,[-26883. -25834. -25447. ... -33132. -31714. -30647.]
subject 0,2022-05-24,0.0,[-53302. -51997. -51483. ... -61772. -60122. -59031.]
subject 0,2022-05-24,0.0,[-66862. -67791. -69293. ... -23115. -22767. -23344.]
subject 0,2022-05-24,0.0,[-34967. -37031. -39196. ... -22585. -22622. -22861.]
subject 0,2022-05-24,0.0,[-35818. -34755. -33845. ... -29706. -28202. -26644.]
subject 0,2022-05-24,0.0,[-29596. -31039. -32959. ... -25618. -27046. -31080.]
subject 0,2022-05-24,0.0,[-27983. -27545. -27432. ... -26148. -24593. -23379.]
subject 0,2022-05-24,0.0,[-26065. -24774. -23965. ... -33171. -32260. -31281.]
subject 0,2022-05-24,0.0,[-23674. -23448. -23879. ... -28302. -27959. -27469.]
subject 0,2022-05-05,0.0,[-19974. -20409. -20521. ... -20748. -20794. -21156.]
subject 0,2022-05-05,0.0,[-20344. -20291. -20200. ... -19409. -19327. -19342.]
subject 0,2022-05-05,0.0,[-19473. -19003. -18919. ... -19371. -19204. -19333.]
subject 0,2022-05-05,0.0,[-18278. -18305. -18441. ... -18403. -18968. -19149.]
subject 0,2022-05-05,0.0,[-18415. -18393. -18180. ... -22137. -22492. -22483.]
subject 0,2022-05-05,0.0,[-19727. -19753. -19534. ... -21068. -20869. -20739.]
subject 0,2022-05-05,0.0,[-19179. -19372. -19228. ... -18408. -18554. -18111.]
subject 0,2022-05-05,0.0,[-19191. -18847. -18674. ... -20306. -20267. -19782.]
subject 0,2022-05-05,0.0,[-19726. -19864. -20193. ... -21592. -21576. -21811.]
subject 0,2022-05-05,0.0,[-20369. -20051. -19606. ... -20454. -20394. -20248.]
subject 0,2022-05-05,0.0,[-18707. -18833. -19036. ... -24939. -24717. -24687.]
subject 0,2022-05-05,0.0,[-20551. -20601. -20260. ... -19108. -19057. -19402.]
subject 0,2022-05-05,0.0,[-18169. -18157. -18087. ... -18721. -18589. -18514.]
subject 0,2022-05-05,0.0,[-18443. -18472. -18116. ... -19095. -18874. -18610.]
subject 0,2022-05-05,0.0,[-20807. -19964. -19179. ... -18957. -19189. -19091.]
subject 0,2022-05-05,0.0,[-17344. -17746. -17844. ... -20545. -20440. -20794.]
subject 0,2022-05-05,0.0,[-18494. -18109. -18454. ... -18372. -18328. -18344.]
subject 0,2022-05-05,0.0,[-20574. -20673. -20704. ... -19166. -20237. -19400.]
subject 0,2022-05-05,0.0,[-17358. -17401. -17751. ... -22889. -22051. -21617.]
subject 0,2022-05-05,0.0,[-18243. -18313. -18029. ... -18050. -18057. -18077.]
subject 0,2022-05-05,0.0,[-18205. -17863. -17902. ... -18572. -18372. -18629.]
subject 0,2022-05-05,0.0,[-17615. -17412. -17522. ... -18264. -18436. -18704.]
subject 0,2022-05-05,0.0,[-19442. -19630. -20082. ... -19801. -19884. -19888.]
subject 0,2022-05-05,0.0,[-18827. -18747. -19017. ... -18648. -18934. -19119.]
subject 0,2022-05-05,0.0,[-30312. -30387. -30566. ... -26190. -26047. -26451.]
subject 0,2022-05-05,0.0,[-23927. -24292. -24781. ... -24661. -24817. -24794.]
subject 0,2022-05-05,0.0,[-21396. -20969. -21283. ... -18740. -18799. -18584.]
subject 0,2022-05-05,0.0,[-19637. -19381. -19037. ... -20663. -20669. -20399.]
subject 0,2022-05-05,0.0,[-19984. -19072. -19167. ... -20745. -20701. -20749.]
subject 0,2022-05-05,0.0,[-19604. -19554. -19405. ... -27563. -27688. -27469.]
subject 0,2022-05-05,0.0,[-22393. -22340. -22351. ... -19042. -19339. -19211.]
subject 0,2022-05-05,0.0,[-21037. -21167. -20915. ... -20831. -20821. -21131.]
subject 0,2022-05-05,0.0,[-21022. -20978. -20985. ... -20319. -19924. -19971.]
subject 0,2022-05-05,0.0,[-20727. -20872. -20962. ... -21009. -21264. -21217.]
subject 0,2022-05-05,0.0,[-26151. -26461. -26816. ... -20459. -20886. -20721.]
subject 0,2022-05-05,0.0,[-24002. -24256. -23690. ... -17637. -17235. -17034.]
subject 0,2022-05-05,0.0,[-19511. -19473. -19934. ... -19723. -20009. -20222.]
subject 0,2022-05-05,0.0,[-19682. -19557. -19674. ... -19688. -19796. -21209.]
subject 0,2022-05-05,0.0,[-18471. -18526. -18384. ... -20483. -20704. -20251.]
subject 0,2022-05-05,0.0,[-18036. -18501. -18228. ... -21023. -21306. -21079.]
subject 0,2022-05-06,0.0,[-25589. -25461. -25145. ... -24221. -24814. -25172.]
subject 0,2022-05-06,0.0,[-21229. -20801. -20432. ... -20666. -20184. -20314.]
subject 0,2022-05-06,0.0,[-24211. -24391. -24981. ... -21944. -22983. -23297.]
subject 0,2022-05-06,0.0,[-22998. -22297. -21878. ...  -6834.  -7017.  -7284.]
subject 0,2022-05-06,0.0,[-20360. -19456. -19302. ...  15206.  15051.  14565.]
subject 0,2022-05-06,0.0,[  5268.   4877.   4346. ... -11209. -12039. -12532.]
subject 0,2022-05-06,0.0,[-16371. -16588. -16660. ... -21099. -21797. -22755.]
subject 0,2022-05-06,0.0,[-21929. -22554. -23247. ... -19985. -21442. -21878.]
subject 0,2022-05-06,0.0,[-20957. -20014. -19915. ... -19316. -19974. -20621.]
subject 0,2022-05-06,0.0,[-21959. -21184. -20448. ... -19124. -19131. -19429.]
subject 0,2022-05-06,0.0,[-38908. -38787. -38392. ... -16514. -15994. -15298.]
subject 0,2022-05-06,0.0,[-17399. -16257. -15870. ... -12748. -13423. -14417.]
subject 0,2022-05-06,0.0,[-17098. -16526. -16325. ... -16503. -16496. -16888.]
subject 0,2022-05-06,0.0,[-20383. -19662. -19176. ... -14248. -12941. -12156.]
subject 0,2022-05-06,0.0,[-15271. -14586. -14067. ... -16220. -17832. -18455.]
subject 0,2022-05-06,0.0,[-27704. -27141. -26620. ... -21567. -20772. -20765.]
subject 0,2022-05-06,0.0,[-21684. -20887. -20507. ... -12632. -12728. -13202.]
